index,Case Reference,Open Date,Closed Date,Status,Subject,Reason,Type,Object Type,Address Number,Address Line 1,Address Line 2,City,State,Zipcode_x,Property ID,Location,Latitude,Longitude,Council District,Police District,Census Tract,Census Block Group,Census Block,Neighborhood,X Coordinate,Y Coordinate,2010 Census Tract,2010 Census Block Group,2010 Census Block,TRACTCE20,GEOID20_tract,GEOID20_blockgroup_x,GEOID20_block,Property_Address,Print Key,Address,Zipcode_y,filter_id,GEOID20_blockgroup_y,type,category,Geography
10,1001753193,2022-12-12,12/19/2022 11:20:00 AM,Closed,Dept of Public Works,Sanitation,Totes Combo (Req_Serv),Property,244,PURDY, ,Buffalo,NEW YORK,14208,100.25-3-35,"(42.91688888367705, -78.8569763773765)",42.91688888367705,-78.8569763773765,MASTEN,District E,168.02,1,1009,Masten Park,-8778318.893,5299331.0694,168,3,3008,16802,36029016802,360290168021,360290168021009,100.25-3-35 244 PURDY,100.25-3-35,244 PURDY,14208.0,220 TWO FAMILY DWELLING,360290168021,Totes Combo (Req_Serv),Issues related to garbage/recycling collection,360290168021
11,1001753356,2022-12-13,12/20/2022 02:42:00 PM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,1596,JEFFERSON, ,Buffalo,NEW YORK,14208,100.25-4-29,"(42.918653689334214, -78.85424999675564)",42.91865368933421,-78.85424999675564,MASTEN,District E,168.02,1,1010,Masten Park,-8778015.393,5299599.3321,168,3,3009,16802,36029016802,360290168021,360290168021010,100.25-4-29 1596 JEFFERSON,100.25-4-29,1596 JEFFERSON,14208.0,220 TWO FAMILY DWELLING,360290168021,Housing Violations (Req_Serv),Issues related to housing,360290168021
12,1001753101,2022-12-12,01/18/2023 02:55:00 PM,Closed,Dept of Public Works,Rodent_Pest Control,Rodents (Req_Serv),Property,1570,JEFFERSON, ,Buffalo,NEW YORK,14208,100.25-5-11.1,"(42.91796316175277, -78.85434231664225)",42.91796316175277,-78.85434231664225,MASTEN,District E,168.02,1,1014,Masten Park,-8778025.67,5299494.3661,168,3,3013,16802,36029016802,360290168021,360290168021014,100.25-5-11.1 1570 JEFFERSON,100.25-5-11.1,1570 JEFFERSON,14208.0,210 ONE FAMILY DWELLING,360290168021,Rodents (Req_Serv),Issues related to animals and pests,360290168021
13,1001753612,2022-12-14,12/19/2022 10:04:00 PM,Closed,Dept of Public Works,Forestry,Fallen Tree Blocking RoW (Req_Serv),Property,88,DONALDSON, ,Buffalo,NEW YORK,14208,100.26-2-36,"(42.91872080924664, -78.84887363823582)",42.91872080924664,-78.84887363823582,MASTEN,District E,33.01,4,4000,Hamlin Park,-8777416.899,5299609.5347,33.01,4,4000,3301,36029003301,360290033014,360290033014000,100.26-2-36 88 DONALDSON,100.26-2-36,88 DONALDSON,14208.0,210 ONE FAMILY DWELLING,360290033014,Fallen Tree Blocking RoW (Req_Serv),Issues related to trees,360290033014
14,1001753385,2022-12-13,12/13/2022 01:49:00 PM,Closed,Dept of Parking,Parking Violations Bureau,Abandoned Vehicles (Req_Serv),Property,150,BRUNSWICK, ,Buffalo,NEW YORK,14208,100.26-4-30,"(42.917214030601954, -78.84823276525898)",42.917214030601954,-78.84823276525898,MASTEN,District E,33.01,4,4003,Hamlin Park,-8777345.557,5299380.4933,33.01,4,4003,3301,36029003301,360290033014,360290033014003,100.26-4-30 150 BRUNSWICK,100.26-4-30,150 BRUNSWICK,14208.0,210 ONE FAMILY DWELLING,360290033014,Abandoned Vehicles (Req_Serv),Issues related to roads and parking,360290033014
15,1001754017,2022-12-16,12/16/2022 12:27:00 PM,Closed,Dept of Public Works,Streets,Sweeper (Req_Serv),Property,527,RICHMOND, ,Buffalo,NEW YORK,14222,100.29-1-1,"(42.916788687776844, -78.88167955868417)",42.91678868777685,-78.88167955868417,DELAWARE,District D,65.01,2,2006,Elmwood Bidwell,-8781068.843,5299315.8396,65.01,2,2006,6501,36029006501,360290065012,360290065012006,100.29-1-1 527 RICHMOND,100.29-1-1,527 RICHMOND,14222.0,230 THREE FAMILY DWELLING,360290065012,Sweeper (Req_Serv),Issues related to roads and parking,360290065012
16,1001753681,2022-12-14,12/15/2022 04:26:00 PM,Closed,Dept of Public Works,Streets,Leaves / Lawn Debris (Req_Serv),Property,553,BRECKENRIDGE, ,Buffalo,NEW YORK,14222,100.29-1-6,"(42.91669621430741, -78.8809803665076)",42.91669621430741,-78.8809803665076,DELAWARE,District D,65.01,2,2006,Elmwood Bidwell,-8780991.009,5299301.7833,65.01,2,2006,6501,36029006501,360290065012,360290065012006,100.29-1-6 553 BRECKENRIDGE,100.29-1-6,553 BRECKENRIDGE,14222.0,210 ONE FAMILY DWELLING,360290065012,Leaves / Lawn Debris (Req_Serv),Issues related to trees,360290065012
17,1001753362,2022-12-13,12/13/2022 12:47:00 PM,Closed,Dept of Public Works,Streets,Sweeper (Req_Serv),Property,431,NORWOOD, ,Buffalo,NEW YORK,14222,100.29-2-33,"(42.91670611631554, -78.8800323579513)",42.91670611631554,-78.8800323579513,DELAWARE,District D,65.01,1,1007,Elmwood Bidwell,-8780885.477,5299303.2883,65.01,1,1007,6501,36029006501,360290065011,360290065011007,100.29-2-33 431 NORWOOD,100.29-2-33,431 NORWOOD,14222.0,220 TWO FAMILY DWELLING,360290065011,Sweeper (Req_Serv),Issues related to roads and parking,360290065011
18,1001754041,2022-12-16,12/19/2022 07:18:00 AM,Closed,Utilities,Buffalo Sewer Authority,Sewer (Req_Serv),Property,601,FERRY WEST, ,Buffalo,NEW YORK,14222,100.29-4-1,"(42.915106786981184, -78.8784513757761)",42.915106786981184,-78.8784513757761,NIAGARA,District B,66.01,2,2000,Elmwood Bryant,-8780709.483,5299060.1866,66.01,2,2000,6601,36029006601,360290066012,360290066012000,100.29-4-1 601 FERRY WEST,100.29-4-1,601 FERRY WEST,14222.0,220 TWO FAMILY DWELLING,360290066012,Sewer (Req_Serv),Issues related to water and sewer,360290066012
19,1001753121,2022-12-12,12/12/2022 10:02:00 AM,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Property,443,RICHMOND, ,Buffalo,NEW YORK,14222,100.29-6-21,"(42.91438052055781, -78.8816194560239)",42.91438052055781,-78.8816194560239,NIAGARA,District B,66.01,2,2002,Elmwood Bryant,-8781062.153,5298949.7945,66.01,2,2002,6601,36029006601,360290066012,360290066012002,100.29-6-21 443 RICHMOND,100.29-6-21,443 RICHMOND,14222.0,230 THREE FAMILY DWELLING,360290066012,Parking Issues (Req_Serv),Issues related to roads and parking,360290066012
20,1001753600,2022-12-14,12/15/2022 04:27:00 PM,Closed,Dept of Public Works,Streets,Leaves / Lawn Debris (Req_Serv),Property,41,ST CATHERINES, ,Buffalo,NEW YORK,14222,100.30-1-19,"(42.91644810359069, -78.87423740322224)",42.91644810359069,-78.87423740322224,DELAWARE,District D,169.0,2,2003,Elmwood Bidwell,-8780240.385,5299264.0693,169,2,2002,16900,36029016900,360290169002,360290169002003,100.30-1-19 41 ST CATHERINES,100.30-1-19,41 ST CATHERINES,14222.0,210 ONE FAMILY DWELLING,360290169002,Leaves / Lawn Debris (Req_Serv),Issues related to trees,360290169002
21,1001753802,2022-12-15,12/15/2022 04:25:00 PM,Closed,Dept of Public Works,Streets,Leaves / Lawn Debris (Req_Serv),Property,64,CLEVELAND AVE, ,Buffalo,NEW YORK,14222,100.30-2-6,"(42.91707894641257, -78.87117531435788)",42.91707894641257,-78.87117531435788,DELAWARE,District D,169.0,2,2004,Elmwood Bidwell,-8779899.514,5299359.9601,169,2,2004,16900,36029016900,360290169002,360290169002004,100.30-2-6 64 CLEVELAND AVE,100.30-2-6,64 CLEVELAND AVE,14222.0,210 ONE FAMILY DWELLING,360290169002,Leaves / Lawn Debris (Req_Serv),Issues related to trees,360290169002
22,1001753185,2022-12-12,12/12/2022 04:29:00 PM,Closed,Dept of Public Works,Streets,Leaves / Lawn Debris (Req_Serv),Property,771,FERRY WEST, ,Buffalo,NEW YORK,14222,100.30-3-22.1,"(42.91490773443588, -78.87200408995442)",42.91490773443588,-78.87200408995442,DELAWARE,District B,66.02,1,1001,Elmwood Bryant,-8779991.774,5299029.9303,66.02,1,1000,6602,36029006602,360290066021,360290066021001,100.30-3-22.1 771 FERRY WEST,100.30-3-22.1,771 FERRY WEST,14222.0,220 TWO FAMILY DWELLING,360290066021,Leaves / Lawn Debris (Req_Serv),Issues related to trees,360290066021
23,1001754185,2022-12-16,12/20/2022 11:19:00 AM,Closed,Dept of Parking,Parking Violations Bureau,Abandoned Vehicles (Req_Serv),Property,888,FERRY WEST, ,Buffalo,NEW YORK,14209,100.31-1-21,"(42.91566164115543, -78.86754255512577)",42.91566164115543,-78.86754255512577,ELLICOTT,District D,169.0,3,3003,Elmwood Bidwell,-8779495.117,5299144.5248,169,3,3003,16900,36029016900,360290169003,360290169003003,100.31-1-21 888 FERRY WEST,100.31-1-21,888 FERRY WEST,14209.0,210 ONE FAMILY DWELLING,360290169003,Abandoned Vehicles (Req_Serv),Issues related to roads and parking,360290169003
24,1001753784,2022-12-15,12/21/2022 10:41:00 AM,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,112,FERRY EAST, ,Buffalo,NEW YORK,14209,100.32-3-11.12,"(42.915524531260594, -78.85992583308003)",42.915524531260594,-78.85992583308003,MASTEN,District E,168.02,1,1016,Masten Park,-8778647.226,5299123.6837,168,3,3014,16802,36029016802,360290168021,360290168021016,100.32-3-11.12 112 FERRY EAST,100.32-3-11.12,112 FERRY EAST,14209.0,210 ONE FAMILY DWELLING,360290168021,Totes Replace (Req_Serv),Issues related to garbage/recycling collection,360290168021
25,1001754110,2022-12-16,12/20/2022 11:33:00 AM,Closed,Dept of Public Works,Sanitation,Totes Deliver (Req_Serv),Property,32,LONSDALE, ,Buffalo,NEW YORK,14208,100.34-1-19.1,"(42.91571640210009, -78.85254893899405)",42.91571640210009,-78.85254893899405,MASTEN,District E,33.01,4,4004,Hamlin Park,-8777826.033,5299152.8482,33.01,4,4004,3301,36029003301,360290033014,360290033014004,100.34-1-19.1 32 LONSDALE,100.34-1-19.1,32 LONSDALE,14208.0,220 TWO FAMILY DWELLING,360290033014,Totes Deliver (Req_Serv),Issues related to garbage/recycling collection,360290033014
26,1001753222,2022-12-12,12/15/2022 01:46:00 PM,Closed,Dept of Public Works,Sanitation,Pick and Pay (Req_Serv),Property,169,BRUNSWICK, ,Buffalo,NEW YORK,14208,100.35-1-3,"(42.916714667821815, -78.84761389874207)",42.916714667821815,-78.84761389874207,MASTEN,District E,33.01,3,3001,Hamlin Park,-8777276.665,5299304.5875,33.01,3,3001,3301,36029003301,360290033013,360290033013001,100.35-1-3 169 BRUNSWICK,100.35-1-3,169 BRUNSWICK,14208.0,220 TWO FAMILY DWELLING,360290033013,Pick and Pay (Req_Serv),Issues related to garbage/recycling collection,360290033013
27,1001753884,2022-12-15,01/04/2023 08:52:00 AM,Closed,Dept of Public Works,Sanitation,Pick and Pay (Req_Serv),Property,169,BRUNSWICK, ,Buffalo,NEW YORK,14208,100.35-1-3,"(42.916714667821815, -78.84761389874207)",42.916714667821815,-78.84761389874207,MASTEN,District E,33.01,3,3001,Hamlin Park,-8777276.665,5299304.5875,33.01,3,3001,3301,36029003301,360290033013,360290033013001,100.35-1-3 169 BRUNSWICK,100.35-1-3,169 BRUNSWICK,14208.0,220 TWO FAMILY DWELLING,360290033013,Pick and Pay (Req_Serv),Issues related to garbage/recycling collection,360290033013
28,1001753363,2022-12-13,12/14/2022 08:16:00 AM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,484,FERRY EAST, ,Buffalo,NEW YORK,14208,100.35-3-44,"(42.91494529487514, -78.84632633695928)",42.91494529487514,-78.84632633695928,MASTEN,District E,33.01,3,3005,Hamlin Park,-8777133.335,5299035.6391,33.01,3,3007,3301,36029003301,360290033013,360290033013005,100.35-3-44 484 FERRY EAST,100.35-3-44,484 FERRY EAST,14208.0,220 TWO FAMILY DWELLING,360290033013,Housing Violations (Req_Serv),Issues related to housing,360290033013
29,1001753573,2022-12-14,01/11/2023 08:30:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Property,490,WOODLAWN, ,Buffalo,NEW YORK,14208,100.35-4-54,"(42.914111516374135, -78.84671393400983)",42.914111516374135,-78.84671393400983,MASTEN,District C,33.02,3,3001,Masten Park,-8777176.482,5298908.9056,33.02,3,3001,3302,36029003302,360290033023,360290033023001,100.35-4-54 490 WOODLAWN,100.35-4-54,490 WOODLAWN,14208.0,220 TWO FAMILY DWELLING,360290033023,Streetlights (Req_Serv),Issues related to roads and parking,360290033023
30,1001754234,2022-12-18,12/20/2022 09:23:00 AM,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Property,716,HUMBOLDT, ,Buffalo,NEW YORK,14211,100.36-4-57,"(42.91561617309171, -78.8427584988827)",42.91561617309171,-78.8427584988827,MASTEN,District E,34.0,3,3005,Delavan Grider,-8776736.164,5299137.6131,34,3,3006,3400,36029003400,360290034003,360290034003005,100.36-4-57 716 HUMBOLDT,100.36-4-57,716 HUMBOLDT,14211.0,210 ONE FAMILY DWELLING,360290034003,Police Issue (Req_Serv),Other issues,360290034003
31,1001753397,2022-12-13,12/13/2022 02:26:00 PM,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Property,35,LEXINGTON, ,Buffalo,NEW YORK,14222,100.38-2-4,"(42.9134299041055, -78.87120855830156)",42.9134299041055,-78.87120855830156,NIAGARA,District B,66.02,1,1002,Elmwood Bryant,-8779903.215,5298805.303,66.02,1,1001,6602,36029006602,360290066021,360290066021002,100.38-2-4 35 LEXINGTON,100.38-2-4,35 LEXINGTON,14222.0,210 ONE FAMILY DWELLING,360290066021,Parking Issues (Req_Serv),Issues related to roads and parking,360290066021
32,1001754101,2022-12-16,12/16/2022 02:28:00 PM,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Property,156,HIGHLAND, ,Buffalo,NEW YORK,14222,100.38-2-46,"(42.91388114364854, -78.87550888373349)",42.91388114364854,-78.87550888373349,NIAGARA,District B,66.02,1,1002,Elmwood Bryant,-8780381.926,5298873.8901,66.02,1,1001,6602,36029006602,360290066021,360290066021002,100.38-2-46 156 HIGHLAND,100.38-2-46,156 HIGHLAND,14222.0,210 ONE FAMILY DWELLING,360290066021,Parking Issues (Req_Serv),Issues related to roads and parking,360290066021
33,1001753644,2022-12-14,12/15/2022 04:26:00 PM,Closed,Dept of Public Works,Streets,Leaves / Lawn Debris (Req_Serv),Property,183,ANDERSON, ,Buffalo,NEW YORK,14222,100.38-4-12,"(42.91196323837728, -78.8751014129448)",42.91196323837728,-78.8751014129448,NIAGARA,District B,66.02,2,2002,Elmwood Bryant,-8780336.567,5298582.3781,66.02,2,2002,6602,36029006602,360290066022,360290066022002,100.38-4-12 183 ANDERSON,100.38-4-12,183 ANDERSON,14222.0,220 TWO FAMILY DWELLING,360290066022,Leaves / Lawn Debris (Req_Serv),Issues related to trees,360290066022
34,1001753809,2022-12-15,12/16/2022 03:57:00 PM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,207,UTICA WEST, ,Buffalo,NEW YORK,14222,100.38-4-40,"(42.91156504125105, -78.87422035075463)",42.91156504125105,-78.87422035075463,NIAGARA,District B,66.02,2,2002,Elmwood Bryant,-8780238.488,5298521.8553,66.02,2,2002,6602,36029006602,360290066022,360290066022002,100.38-4-40 207 UTICA WEST,100.38-4-40,207 UTICA WEST,14222.0,411 APARTMENT,360290066022,Housing Violations (Req_Serv),Issues related to housing,360290066022
35,1001753350,2022-12-13,12/13/2022 10:42:00 AM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,247,UTICA WEST, ,Buffalo,NEW YORK,14222,100.38-4-53,"(42.91154000327024, -78.87588128751736)",42.91154000327024,-78.87588128751736,NIAGARA,District B,66.02,2,2002,Elmwood Bryant,-8780423.382,5298518.0498,66.02,2,2002,6602,36029006602,360290066022,360290066022002,100.38-4-53 247 UTICA WEST,100.38-4-53,247 UTICA WEST,14222.0,411 APARTMENT,360290066022,Housing Violations (Req_Serv),Issues related to housing,360290066022
36,1001753360,2022-12-13,12/13/2022 04:20:00 PM,Closed,Dept of Public Works,Streets,Leaves / Lawn Debris (Req_Serv),Property,138,LEXINGTON, ,Buffalo,NEW YORK,14222,100.38-5-11,"(42.912889289475686, -78.87507846273085)",42.912889289475686,-78.87507846273085,NIAGARA,District B,66.02,2,2001,Elmwood Bryant,-8780334.012,5298723.1321,66.02,2,2001,6602,36029006602,360290066022,360290066022001,100.38-5-11 138 LEXINGTON,100.38-5-11,138 LEXINGTON,14222.0,210 ONE FAMILY DWELLING,360290066022,Leaves / Lawn Debris (Req_Serv),Issues related to trees,360290066022
37,1001753437,2022-12-13,01/10/2023 01:04:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Sidewalks (Req_Serv),Property,216,ANDERSON, ,Buffalo,NEW YORK,14222,100.38-5-32,"(42.91251075054759, -78.87393533119834)",42.91251075054759,-78.87393533119834,NIAGARA,District B,66.02,2,2001,Elmwood Bryant,-8780206.759,5298665.5962,66.02,2,2001,6602,36029006602,360290066022,360290066022001,100.38-5-32 216 ANDERSON,100.38-5-32,216 ANDERSON,14222.0,220 TWO FAMILY DWELLING,360290066022,Sidewalks (Req_Serv),Issues related to roads and parking,360290066022
38,1001753687,2022-12-14,12/15/2022 06:30:00 AM,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,333,LINWOOD AVE, ,Buffalo,NEW YORK,14209,100.39-2-17,"(42.911435390746234, -78.86758007544026)",42.91143539074624,-78.86758007544026,ELLICOTT,District B,66.02,3,3000,Elmwood Bryant,-8779499.294,5298502.1495,66.02,3,3000,6602,36029006602,360290066023,360290066023000,100.39-2-17 333 LINWOOD AVE,100.39-2-17,333 LINWOOD AVE,14209.0,411 APARTMENT,360290066023,Garbage Missed Pick Up (Req_Serv),Issues related to garbage/recycling collection,360290066023
39,1001754170,2022-12-16,12/20/2022 11:49:00 AM,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,333,LINWOOD AVE, ,Buffalo,NEW YORK,14209,100.39-2-17,"(42.911435390746234, -78.86758007544026)",42.91143539074624,-78.86758007544026,ELLICOTT,District B,66.02,3,3000,Elmwood Bryant,-8779499.294,5298502.1495,66.02,3,3000,6602,36029006602,360290066023,360290066023000,100.39-2-17 333 LINWOOD AVE,100.39-2-17,333 LINWOOD AVE,14209.0,411 APARTMENT,360290066023,Garbage Missed Pick Up (Req_Serv),Issues related to garbage/recycling collection,360290066023
40,1001753489,2022-12-13,12/14/2022 10:29:00 AM,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Property,168,GLENWOOD, ,Buffalo,NEW YORK,14208,100.41-1-17,"(42.912680375360324, -78.85912833927185)",42.91268037536032,-78.85912833927185,MASTEN,District E,168.02,2,2008,Masten Park,-8778558.45,5298691.378,168,4,4008,16802,36029016802,360290168022,360290168022008,100.41-1-17 168 GLENWOOD,100.41-1-17,168 GLENWOOD,14208.0,210 ONE FAMILY DWELLING,360290168022,Police Issue (Req_Serv),Other issues,360290168022
41,1001753130,2022-12-12,12/12/2022 11:55:00 AM,Closed,Dept of Public Works,Animal Shelter,Dead Animal Removal (Req_Serv),Property,413,MASTEN, ,Buffalo,NEW YORK,14208,100.41-1-30,"(42.91359184760846, -78.8592312780448)",42.91359184760846,-78.8592312780448,MASTEN,District E,168.02,2,2018,Masten Park,-8778569.909,5298829.9177,168,4,4008,16802,36029016802,360290168022,360290168022018,100.41-1-30 413 MASTEN,100.41-1-30,413 MASTEN,14209.0,220 TWO FAMILY DWELLING,360290168022,Dead Animal Removal (Req_Serv),Issues related to animals and pests,360290168022
42,1001754133,2022-12-16,12/20/2022 10:33:00 AM,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,98,WINSLOW, ,Buffalo,NEW YORK,14208,100.42-2-35,"(42.9133265937054, -78.8492756074759)",42.9133265937054,-78.8492756074759,MASTEN,District C,33.02,3,3006,Masten Park,-8777461.647,5298789.5998,33.02,3,3006,3302,36029003302,360290033023,360290033023006,100.42-2-35 98 WINSLOW,100.42-2-35,98 WINSLOW,14208.0,210 ONE FAMILY DWELLING,360290033023,Totes Replace (Req_Serv),Issues related to garbage/recycling collection,360290033023
43,1001753157,2022-12-12,12/14/2022 11:31:00 AM,Closed,Dept of Public Works,Sanitation,Trash Ordinance Violation (Req_Serv),Property,490,GLENWOOD, ,Buffalo,NEW YORK,14208,100.43-2-62,"(42.91256123589395, -78.84714655086384)",42.91256123589395,-78.84714655086384,MASTEN,District C,33.02,3,3009,Masten Park,-8777224.641,5298673.2692,33.02,3,3011,3302,36029003302,360290033023,360290033023009,100.43-2-62 490 GLENWOOD,100.43-2-62,490 GLENWOOD,14208.0,281 MULTIPLE RESIDENCES,360290033023,Trash Ordinance Violation (Req_Serv),Issues related to garbage/recycling collection,360290033023
