index,Case Reference,Open Date,Closed Date,Status,Subject,Reason,Type,Object Type,Address Number,Address Line 1,Address Line 2,City,State,Zipcode_x,Property ID,Location,Latitude,Longitude,Council District,Police District,Census Tract,Census Block Group,Census Block,Neighborhood,X Coordinate,Y Coordinate,2010 Census Tract,2010 Census Block Group,2010 Census Block,TRACTCE20,GEOID20_tract,GEOID20_blockgroup_x,GEOID20_block,Property_Address,Print Key,Address,Zipcode_y,filter_id,GEOID20_blockgroup_y,type,category,Geography
0,1001763651,2023-01-11,01/12/2023 03:13:00 PM,Closed,Dept of Public Works,Streets,Leaves / Lawn Debris (Req_Serv),Property,33,COLONIAL, ,Buffalo,NEW YORK,14222,100.21-1-7,"(42.92002900598427, -78.88054191046042)",42.92002900598427,-78.88054191046042,DELAWARE,District D,65.01,2,2000,Elmwood Bidwell,-8780942.2,5299808.3955,65.01,2,2000,006501,36029006501,360290065012,360290065012000,100.21-1-7 33 COLONIAL,100.21-1-7,33 COLONIAL,14222.0,220 TWO FAMILY DWELLING,360290065012,Leaves / Lawn Debris (Req_Serv),Issues related to trees,360290065012
1,1001761714,2023-01-05,01/06/2023 04:48:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,540,ASHLAND, ,Buffalo,NEW YORK,14222,100.21-2-11,"(42.91960072134155, -78.87915812877651)",42.91960072134155,-78.87915812877651,DELAWARE,District D,65.01,1,1001,Elmwood Bidwell,-8780788.158,5299743.2912,65.01,1,1001,006501,36029006501,360290065011,360290065011001,100.21-2-11 540 ASHLAND,100.21-2-11,540 ASHLAND,14222.0,230 THREE FAMILY DWELLING,360290065011,Street Snow Plowing (Req_Serv),Issues related to snow,360290065011
2,1001762755,2023-01-08,01/09/2023 03:32:00 PM,Closed,Dept of Public Works,Streets,Excess Trash (Req_Serv),Property,539,NORWOOD, ,Buffalo,NEW YORK,14222,100.21-2-35,"(42.91976841390961, -78.88000970402702)",42.91976841390961,-78.88000970402702,DELAWARE,District D,65.01,1,1001,Elmwood Bidwell,-8780882.955,5299768.7824,65.01,1,1001,006501,36029006501,360290065011,360290065011001,100.21-2-35 539 NORWOOD,100.21-2-35,539 NORWOOD,14222.0,220 TWO FAMILY DWELLING,360290065011,Excess Trash (Req_Serv),Issues related to garbage/recycling collection,360290065011
3,1001754773,2022-12-20,12/22/2022 01:40:00 PM,Closed,DPIS,Housing,Snow Removal Inspection (Req_Serv),Property,798,ELMWOOD, ,Buffalo,NEW YORK,14222,100.21-3-18.1,"(42.91883555832029, -78.87732497553753)",42.91883555832029,-78.87732497553753,DELAWARE,District D,65.01,1,1000,Elmwood Bidwell,-8780584.092,5299626.9782,65.01,1,1000,006501,36029006501,360290065011,360290065011000,100.21-3-18.1 798 ELMWOOD,100.21-3-18.1,798 ELMWOOD,14222.0,482 DOWNTOWN ROW TYPE (DETACHED),360290065011,Snow Removal Inspection (Req_Serv),Issues related to snow,360290065011
4,504826-1001760254,2023-01-01,01/10/2023 11:04:00 AM,Closed,DPIS,Housing,Open311 Housing,Property,622,AUBURN, ,Buffalo,NEW YORK,14222,100.21-3-19,"(42.91888469933904, -78.87753826529912)",42.91888469933904,-78.87753826529912,DELAWARE,District D,65.01,1,1000,Elmwood Bidwell,-78.87757,42.91884,65.01,1,1000,006501,36029006501,360290065011,360290065011000,100.21-3-19 622 AUBURN,100.21-3-19,622 AUBURN,14222.0,411 APARTMENT,360290065011,Open311 Housing,Other issues,360290065011
5,1001760101,2022-12-30,01/17/2023 08:50:00 AM,Closed,Dept of Public Works,Sanitation,Recycling Tote Combo (Req_Serv),Property,519,ASHLAND, ,Buffalo,NEW YORK,14222,100.21-3-28,"(42.91908445116242, -78.87823923989973)",42.91908445116242,-78.87823923989973,DELAWARE,District D,65.01,1,1000,Elmwood Bidwell,-8780685.868,5299664.8125,65.01,1,1000,006501,36029006501,360290065011,360290065011000,100.21-3-28 519 ASHLAND,100.21-3-28,519 ASHLAND,14222.0,210 ONE FAMILY DWELLING,360290065011,Recycling Tote Combo (Req_Serv),Issues related to garbage/recycling collection,360290065011
6,1001760099,2022-12-30,01/04/2023 11:13:00 AM,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,519,ASHLAND, ,Buffalo,NEW YORK,14222,100.21-3-28,"(42.91908445116242, -78.87823923989973)",42.91908445116242,-78.87823923989973,DELAWARE,District D,65.01,1,1000,Elmwood Bidwell,-8780685.868,5299664.8125,65.01,1,1000,006501,36029006501,360290065011,360290065011000,100.21-3-28 519 ASHLAND,100.21-3-28,519 ASHLAND,14222.0,210 ONE FAMILY DWELLING,360290065011,Totes Replace (Req_Serv),Issues related to garbage/recycling collection,360290065011
7,1001756653,2022-12-27,01/06/2023 04:49:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,533,ASHLAND, ,Buffalo,NEW YORK,14222,100.21-3-31,"(42.91937278463855, -78.87815546669836)",42.91937278463855,-78.87815546669836,DELAWARE,District D,65.01,1,1000,Elmwood Bidwell,-8780676.542,5299708.6422,65.01,1,1000,006501,36029006501,360290065011,360290065011000,100.21-3-31 533 ASHLAND,100.21-3-31,533 ASHLAND,14222.0,210 ONE FAMILY DWELLING,360290065011,Street Snow Plowing (Req_Serv),Issues related to snow,360290065011
8,1001761874,2023-01-05,01/06/2023 04:48:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,752,ELMWOOD, ,Buffalo,NEW YORK,14222,100.21-4-10,"(42.917636118901925, -78.87744480666954)",42.917636118901925,-78.87744480666954,DELAWARE,District D,65.01,1,1005,Elmwood Bidwell,-8780597.432,5299444.6538,65.01,1,1005,006501,36029006501,360290065011,360290065011005,100.21-4-10 752 ELMWOOD,100.21-4-10,752 ELMWOOD,14222.0,482 DOWNTOWN ROW TYPE (DETACHED),360290065011,Street Snow Plowing (Req_Serv),Issues related to snow,360290065011
9,1001759036,2022-12-29,01/06/2023 04:43:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,752,ELMWOOD, ,Buffalo,NEW YORK,14222,100.21-4-10,"(42.917636118901925, -78.87744480666954)",42.917636118901925,-78.87744480666954,DELAWARE,District D,65.01,1,1005,Elmwood Bidwell,-8780597.432,5299444.6538,65.01,1,1005,006501,36029006501,360290065011,360290065011005,100.21-4-10 752 ELMWOOD,100.21-4-10,752 ELMWOOD,14222.0,482 DOWNTOWN ROW TYPE (DETACHED),360290065011,Street Snow Plowing (Req_Serv),Issues related to snow,360290065011
10,506304-1001774499,2023-01-13,01/17/2023 08:07:00 AM,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Property,732,ELMWOOD, ,Buffalo,NEW YORK,14222,100.21-4-15,"(42.91707226089714, -78.87730862740425)",42.91707226089714,-78.87730862740425,DELAWARE,District D,65.01,1,1005,Elmwood Bidwell,-78.87712,42.91695,65.01,1,1005,006501,36029006501,360290065011,360290065011005,100.21-4-15 732 ELMWOOD,100.21-4-15,732 ELMWOOD,14222.0,482 DOWNTOWN ROW TYPE (DETACHED),360290065011,Parking Issues (Req_Serv),Issues related to roads and parking,360290065011
11,1001761785,2023-01-05,01/14/2023 04:11:00 PM,Closed,DPIS,Housing,Snow Removal Inspection (Req_Serv),Property,445,ASHLAND, ,Buffalo,NEW YORK,14222,100.21-4-21,"(42.91706650661561, -78.87829454089997)",42.91706650661561,-78.87829454089997,DELAWARE,District D,65.01,1,1004,Elmwood Bidwell,-8780692.024,5299358.0694,65.01,1,1004,006501,36029006501,360290065011,360290065011004,100.21-4-21 445 ASHLAND,100.21-4-21,445 ASHLAND,14222.0,220 TWO FAMILY DWELLING,360290065011,Snow Removal Inspection (Req_Serv),Issues related to snow,360290065011
12,1001761518,2023-01-04,01/07/2023 07:17:00 AM,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,623,AUBURN, ,Buffalo,NEW YORK,14222,100.21-4-5,"(42.91851687152293, -78.87752923511715)",42.91851687152293,-78.87752923511715,DELAWARE,District D,65.01,1,1005,Elmwood Bidwell,-8780605.433,5299581.7671,65.01,1,1005,006501,36029006501,360290065011,360290065011005,100.21-4-5 623 AUBURN,100.21-4-5,623 AUBURN,14222.0,220 TWO FAMILY DWELLING,360290065011,Garbage Missed Pick Up (Req_Serv),Issues related to garbage/recycling collection,360290065011
13,1001754376,2022-12-19,03/10/2023 06:44:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,Cave In (Req_Serv),Property,766,ELMWOOD, ,Buffalo,NEW YORK,14222,100.21-4-7,"(42.91805498509026, -78.87744392928278)",42.91805498509026,-78.87744392928278,DELAWARE,District D,65.01,1,1005,Elmwood Bidwell,-8780597.334,5299508.3244,65.01,1,1005,006501,36029006501,360290065011,360290065011005,100.21-4-7 766 ELMWOOD,100.21-4-7,766 ELMWOOD,14222.0,482 DOWNTOWN ROW TYPE (DETACHED),360290065011,Cave In (Req_Serv),Issues related to roads and parking,360290065011
14,505056-1001761010,2023-01-03,01/06/2023 03:40:00 PM,Closed,DPIS,Housing,Open311 Housing,Property,567,AUBURN, ,Buffalo,NEW YORK,14222,100.21-5-2,"(42.91841328596244, -78.8795607302706)",42.91841328596244,-78.8795607302706,DELAWARE,District D,65.01,1,1002,Elmwood Bidwell,-78.87958,42.91839,65.01,1,1002,006501,36029006501,360290065011,360290065011002,100.21-5-2 567 AUBURN,100.21-5-2,567 AUBURN,14222.0,220 TWO FAMILY DWELLING,360290065011,Open311 Housing,Other issues,360290065011
15,1001760933,2023-01-03,01/04/2023 12:02:00 PM,Closed,Utilities,Buffalo Sewer Authority,Street Flooding (Req_Serv),Property,446,ASHLAND, ,Buffalo,NEW YORK,14222,100.21-5-21,"(42.917077488809305, -78.87899473603697)",42.917077488809305,-78.87899473603697,DELAWARE,District D,65.01,1,1003,Elmwood Bidwell,-8780769.97,5299359.7388,65.01,1,1003,006501,36029006501,360290065011,360290065011003,100.21-5-21 446 ASHLAND,100.21-5-21,446 ASHLAND,14222.0,230 THREE FAMILY DWELLING,360290065011,Street Flooding (Req_Serv),Issues related to roads and parking,360290065011
16,1001760935,2023-01-03,01/06/2023 04:48:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,446,ASHLAND, ,Buffalo,NEW YORK,14222,100.21-5-21,"(42.917077488809305, -78.87899473603697)",42.917077488809305,-78.87899473603697,DELAWARE,District D,65.01,1,1003,Elmwood Bidwell,-8780769.97,5299359.7388,65.01,1,1003,006501,36029006501,360290065011,360290065011003,100.21-5-21 446 ASHLAND,100.21-5-21,446 ASHLAND,14222.0,230 THREE FAMILY DWELLING,360290065011,Street Snow Plowing (Req_Serv),Issues related to snow,360290065011
17,1001761625,2023-01-04,01/07/2023 07:21:00 AM,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,32,GILL, ,Buffalo,NEW YORK,14222,100.21-5-31.21,"(42.917513064250535, -78.87960689546591)",42.917513064250535,-78.87960689546591,DELAWARE,District D,65.01,1,1002,Elmwood Bidwell,-8780838.115,5299425.9486,65.01,1,1002,006501,36029006501,360290065011,360290065011002,100.21-5-31.21 32 GILL,100.21-5-31.21,32 GILL,14222.0,210 ONE FAMILY DWELLING,360290065011,Garbage Missed Pick Up (Req_Serv),Issues related to garbage/recycling collection,360290065011
18,1001755559,2022-12-23,01/06/2023 05:10:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,32,GILL, ,Buffalo,NEW YORK,14222,100.21-5-31.21,"(42.917513064250535, -78.87960689546591)",42.917513064250535,-78.87960689546591,DELAWARE,District D,65.01,1,1002,Elmwood Bidwell,-8780838.115,5299425.9486,65.01,1,1002,006501,36029006501,360290065011,360290065011002,100.21-5-31.21 32 GILL,100.21-5-31.21,32 GILL,14222.0,210 ONE FAMILY DWELLING,360290065011,Street Snow Plowing (Req_Serv),Issues related to snow,360290065011
19,1001758201,2022-12-28,01/06/2023 10:42:00 AM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,32,GILL, ,Buffalo,NEW YORK,14222,100.21-5-31.21,"(42.917513064250535, -78.87960689546591)",42.917513064250535,-78.87960689546591,DELAWARE,District D,65.01,1,1002,Elmwood Bidwell,-8780838.115,5299425.9486,65.01,1,1002,006501,36029006501,360290065011,360290065011002,100.21-5-31.21 32 GILL,100.21-5-31.21,32 GILL,14222.0,210 ONE FAMILY DWELLING,360290065011,Street Snow Plowing (Req_Serv),Issues related to snow,360290065011
20,1001761822,2023-01-05,01/05/2023 01:31:00 PM,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Property,460,NORWOOD, ,Buffalo,NEW YORK,14222,100.21-6-15,"(42.91743405221979, -78.88073215227418)",42.91743405221979,-78.88073215227418,DELAWARE,District D,65.01,2,2005,Elmwood Bidwell,-8780963.378,5299413.9384,65.01,2,2005,006501,36029006501,360290065012,360290065012005,100.21-6-15 460 NORWOOD,100.21-6-15,460 NORWOOD,14222.0,220 TWO FAMILY DWELLING,360290065012,Parking Issues (Req_Serv),Issues related to roads and parking,360290065012
21,1001762468,2023-01-06,01/06/2023 02:58:00 PM,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Property,460,NORWOOD, ,Buffalo,NEW YORK,14222,100.21-6-15,"(42.91743405221979, -78.88073215227418)",42.91743405221979,-78.88073215227418,DELAWARE,District D,65.01,2,2005,Elmwood Bidwell,-8780963.378,5299413.9384,65.01,2,2005,006501,36029006501,360290065012,360290065012005,100.21-6-15 460 NORWOOD,100.21-6-15,460 NORWOOD,14222.0,220 TWO FAMILY DWELLING,360290065012,Parking Issues (Req_Serv),Issues related to roads and parking,360290065012
22,1001755656,2022-12-25,01/06/2023 05:10:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,103,LANCASTER, ,Buffalo,NEW YORK,14222,100.22-1-10,"(42.91973510181474, -78.87205305933561)",42.91973510181474,-78.87205305933561,DELAWARE,District D,169,1,1001,Elmwood Bidwell,-8779997.224,5299763.7183,169,1,1000,016900,36029016900,360290169001,360290169001001,100.22-1-10 103 LANCASTER,100.22-1-10,103 LANCASTER,14222.0,411 APARTMENT,360290169001,Street Snow Plowing (Req_Serv),Issues related to snow,360290169001
23,1001756760,2022-12-27,01/06/2023 04:49:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,103,LANCASTER, ,Buffalo,NEW YORK,14222,100.22-1-10,"(42.91973510181474, -78.87205305933561)",42.91973510181474,-78.87205305933561,DELAWARE,District D,169,1,1001,Elmwood Bidwell,-8779997.224,5299763.7183,169,1,1000,016900,36029016900,360290169001,360290169001001,100.22-1-10 103 LANCASTER,100.22-1-10,103 LANCASTER,14222.0,411 APARTMENT,360290169001,Street Snow Plowing (Req_Serv),Issues related to snow,360290169001
24,1001763451,2023-01-10,01/10/2023 03:15:00 PM,Closed,Dept of Public Works,Streets,Leaves / Lawn Debris (Req_Serv),Property,105,LANCASTER, ,Buffalo,NEW YORK,14222,100.22-1-11,"(42.91973510877464, -78.87219492988979)",42.91973510877464,-78.87219492988979,DELAWARE,District D,169,1,1001,Elmwood Bidwell,-8780013.017,5299763.7193,169,1,1000,016900,36029016900,360290169001,360290169001001,100.22-1-11 105 LANCASTER,100.22-1-11,105 LANCASTER,14222.0,210 ONE FAMILY DWELLING,360290169001,Leaves / Lawn Debris (Req_Serv),Issues related to trees,360290169001
25,1001759315,2022-12-29,12/29/2022 01:15:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,119,LANCASTER, ,Buffalo,NEW YORK,14222,100.22-1-15,"(42.919735448813654, -78.87267277618609)",42.91973544881365,-78.87267277618609,DELAWARE,District D,169,1,1001,Elmwood Bidwell,-8780066.211,5299763.7711,169,1,1000,016900,36029016900,360290169001,360290169001001,100.22-1-15 119 LANCASTER,100.22-1-15,119 LANCASTER,14222.0,210 ONE FAMILY DWELLING,360290169001,Street Snow Plowing (Req_Serv),Issues related to snow,360290169001
26,1001761892,2023-01-05,01/06/2023 05:00:00 PM,Closed,Dept of Public Works,Streets,Leaves / Lawn Debris (Req_Serv),Property,137,LANCASTER, ,Buffalo,NEW YORK,14222,100.22-1-20,"(42.91973414843164, -78.87334792240704)",42.91973414843164,-78.87334792240704,DELAWARE,District D,169,1,1001,Elmwood Bidwell,-8780141.368,5299763.5734,169,1,1000,016900,36029016900,360290169001,360290169001001,100.22-1-20 137 LANCASTER,100.22-1-20,137 LANCASTER,14222.0,210 ONE FAMILY DWELLING,360290169001,Leaves / Lawn Debris (Req_Serv),Issues related to trees,360290169001
27,1001757239,2022-12-27,12/28/2022 07:18:00 AM,Closed,Dept of Parking,Parking Violations Bureau,Vehicle Blocking Snow Plow (Req_Serv),Property,211,LANCASTER, ,Buffalo,NEW YORK,14222,100.22-1-39,"(42.91970523600933, -78.876133539902)",42.91970523600933,-78.876133539902,DELAWARE,District D,169,1,1001,Elmwood Bidwell,-8780451.462,5299759.1784,169,1,1000,016900,36029016900,360290169001,360290169001001,100.22-1-39 211 LANCASTER,100.22-1-39,211 LANCASTER,14222.0,210 ONE FAMILY DWELLING,360290169001,Vehicle Blocking Snow Plow (Req_Serv),Issues related to snow,360290169001
28,1001761637,2023-01-04,01/05/2023 08:40:00 AM,Closed,Dept of Public Works,Forestry,Fallen Tree Inspection (Req_Serv),Property,629,LAFAYETTE AVE, ,Buffalo,NEW YORK,14222,100.22-1-55,"(42.92007241710937, -78.87503763205409)",42.92007241710937,-78.87503763205409,DELAWARE,District D,169,1,1001,Elmwood Bidwell,-8780329.466,5299814.9944,169,1,1000,016900,36029016900,360290169001,360290169001001,100.22-1-55 629 LAFAYETTE AVE,100.22-1-55,629 LAFAYETTE AVE,14222.0,220 TWO FAMILY DWELLING,360290169001,Fallen Tree Inspection (Req_Serv),Issues related to trees,360290169001
29,1001761759,2023-01-05,01/06/2023 11:47:00 AM,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,665,LAFAYETTE AVE, ,Buffalo,NEW YORK,14222,100.22-1-62,"(42.9201016481265, -78.87372603647283)",42.9201016481265,-78.87372603647283,DELAWARE,District D,169,1,1001,Elmwood Bidwell,-8780183.459,5299819.4378,169,1,1000,016900,36029016900,360290169001,360290169001001,100.22-1-62 665 LAFAYETTE AVE,100.22-1-62,665 LAFAYETTE AVE,14222.0,210 ONE FAMILY DWELLING,360290169001,Garbage Missed Pick Up (Req_Serv),Issues related to garbage/recycling collection,360290169001
30,1001756438,2022-12-26,01/06/2023 05:10:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,731,LAFAYETTE AVE, ,Buffalo,NEW YORK,14222,100.22-1-77,"(42.9201310529125, -78.87129065187925)",42.9201310529125,-78.87129065187925,DELAWARE,District D,169,1,1001,Elmwood Bidwell,-8779912.353,5299823.9077,169,1,1000,016900,36029016900,360290169001,360290169001001,100.22-1-77 731 LAFAYETTE AVE,100.22-1-77,731 LAFAYETTE AVE,14222.0,210 ONE FAMILY DWELLING,360290169001,Street Snow Plowing (Req_Serv),Issues related to snow,360290169001
31,1001761705,2023-01-05,01/06/2023 08:01:00 AM,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,745,LAFAYETTE AVE, ,Buffalo,NEW YORK,14222,100.22-1-80,"(42.9201392891963, -78.87077078403242)",42.9201392891963,-78.87077078403242,DELAWARE,District D,169,1,1001,Elmwood Bidwell,-8779854.482,5299825.1597,169,1,1000,016900,36029016900,360290169001,360290169001001,100.22-1-80 745 LAFAYETTE AVE,100.22-1-80,745 LAFAYETTE AVE,14222.0,220 TWO FAMILY DWELLING,360290169001,Garbage Missed Pick Up (Req_Serv),Issues related to garbage/recycling collection,360290169001
32,1001759023,2022-12-29,01/06/2023 04:23:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,222,LANCASTER, ,Buffalo,NEW YORK,14222,100.22-2-1,"(42.919272332183525, -78.87651782014579)",42.919272332183525,-78.87651782014579,DELAWARE,District D,169,1,1004,Elmwood Bidwell,-8780494.24,5299693.3723,169,1,1002,016900,36029016900,360290169001,360290169001004,100.22-2-1 222 LANCASTER,100.22-2-1,222 LANCASTER,14222.0,210 ONE FAMILY DWELLING,360290169001,Street Snow Plowing (Req_Serv),Issues related to snow,360290169001
33,1001756498,2022-12-27,01/06/2023 05:10:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,190,LANCASTER, ,Buffalo,NEW YORK,14222,100.22-2-10,"(42.919223329992505, -78.87528645581803)",42.919223329992505,-78.87528645581803,DELAWARE,District D,169,1,1004,Elmwood Bidwell,-8780357.165,5299685.9234,169,1,1002,016900,36029016900,360290169001,360290169001004,100.22-2-10 190 LANCASTER,100.22-2-10,190 LANCASTER,14222.0,220 TWO FAMILY DWELLING,360290169001,Street Snow Plowing (Req_Serv),Issues related to snow,360290169001
34,1001760186,2022-12-30,01/06/2023 04:48:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,190,LANCASTER, ,Buffalo,NEW YORK,14222,100.22-2-10,"(42.919223329992505, -78.87528645581803)",42.919223329992505,-78.87528645581803,DELAWARE,District D,169,1,1004,Elmwood Bidwell,-8780357.165,5299685.9234,169,1,1002,016900,36029016900,360290169001,360290169001004,100.22-2-10 190 LANCASTER,100.22-2-10,190 LANCASTER,14222.0,220 TWO FAMILY DWELLING,360290169001,Street Snow Plowing (Req_Serv),Issues related to snow,360290169001
35,1001760824,2023-01-03,01/04/2023 11:13:00 AM,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,754,AUBURN, ,Buffalo,NEW YORK,14222,100.22-2-58,"(42.91890280353695, -78.8726685240681)",42.91890280353695,-78.8726685240681,DELAWARE,District D,169,1,1004,Elmwood Bidwell,-8780065.738,5299637.2001,169,1,1002,016900,36029016900,360290169001,360290169001004,100.22-2-58 754 AUBURN,100.22-2-58,754 AUBURN,14222.0,220 TWO FAMILY DWELLING,360290169001,Totes Replace (Req_Serv),Issues related to garbage/recycling collection,360290169001
36,1001774495,2023-01-13,01/18/2023 03:19:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Property,714,AUBURN, ,Buffalo,NEW YORK,14222,100.22-2-66,"(42.918902585334045, -78.87386611939078)",42.918902585334045,-78.87386611939078,DELAWARE,District D,169,1,1004,Elmwood Bidwell,-8780199.054,5299637.1669,169,1,1002,016900,36029016900,360290169001,360290169001004,100.22-2-66 714 AUBURN,100.22-2-66,714 AUBURN,14222.0,210 ONE FAMILY DWELLING,360290169001,Pot Hole (Req_Serv),Issues related to roads and parking,360290169001
37,1001760014,2022-12-30,01/03/2023 07:43:00 AM,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Property,706,AUBURN, ,Buffalo,NEW YORK,14222,100.22-2-70,"(42.91890239832912, -78.87436135058051)",42.91890239832912,-78.87436135058051,DELAWARE,District D,169,1,1004,Elmwood Bidwell,-8780254.183,5299637.1384,169,1,1002,016900,36029016900,360290169001,360290169001004,100.22-2-70 706 AUBURN,100.22-2-70,706 AUBURN,14222.0,210 ONE FAMILY DWELLING,360290169001,Parking Issues (Req_Serv),Issues related to roads and parking,360290169001
38,1001760324,2023-01-02,01/06/2023 04:48:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,692,AUBURN, ,Buffalo,NEW YORK,14222,100.22-2-74,"(42.918899326094085, -78.8749439946153)",42.918899326094085,-78.8749439946153,DELAWARE,District D,169,1,1004,Elmwood Bidwell,-8780319.042,5299636.6715,169,1,1002,016900,36029016900,360290169001,360290169001004,100.22-2-74 692 AUBURN,100.22-2-74,692 AUBURN,14222.0,210 ONE FAMILY DWELLING,360290169001,Street Snow Plowing (Req_Serv),Issues related to snow,360290169001
39,1001759125,2022-12-29,01/06/2023 04:43:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,688,AUBURN, ,Buffalo,NEW YORK,14222,100.22-2-75,"(42.91890020975181, -78.87509595045435)",42.91890020975181,-78.87509595045435,DELAWARE,District D,169,1,1004,Elmwood Bidwell,-8780335.958,5299636.8058,169,1,1002,016900,36029016900,360290169001,360290169001004,100.22-2-75 688 AUBURN,100.22-2-75,688 AUBURN,14222.0,210 ONE FAMILY DWELLING,360290169001,Street Snow Plowing (Req_Serv),Issues related to snow,360290169001
40,1001761094,2023-01-04,01/06/2023 04:48:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,684,AUBURN, ,Buffalo,NEW YORK,14222,100.22-2-76.1,"(42.918900764406295, -78.87526066073657)",42.918900764406295,-78.87526066073657,DELAWARE,District D,169,1,1004,Elmwood Bidwell,-8780354.293,5299636.8901,169,1,1002,016900,36029016900,360290169001,360290169001004,100.22-2-76.1 684 AUBURN,100.22-2-76.1,684 AUBURN,14222.0,210 ONE FAMILY DWELLING,360290169001,Street Snow Plowing (Req_Serv),Issues related to snow,360290169001
41,1001760475,2023-01-03,01/06/2023 04:48:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,693,AUBURN, ,Buffalo,NEW YORK,14222,100.22-3-21,"(42.91840878836042, -78.8749289227761)",42.91840878836042,-78.8749289227761,DELAWARE,District D,169,2,2001,Elmwood Bidwell,-8780317.365,5299562.1053,169,2,2000,016900,36029016900,360290169002,360290169002001,100.22-3-21 693 AUBURN,100.22-3-21,693 AUBURN,14222.0,220 TWO FAMILY DWELLING,360290169002,Street Snow Plowing (Req_Serv),Issues related to snow,360290169002
42,1001755376,2022-12-22,01/06/2023 05:00:00 PM,Closed,Dept of Public Works,Streets,Leaves / Lawn Debris (Req_Serv),Property,799,AUBURN, ,Buffalo,NEW YORK,14222,100.22-3-35,"(42.91817651787471, -78.87109808042901)",42.91817651787471,-78.87109808042901,DELAWARE,District D,169,2,2001,Elmwood Bidwell,-8779890.916,5299526.7982,169,2,2000,016900,36029016900,360290169002,360290169002001,100.22-3-35 799 AUBURN,100.22-3-35,799 AUBURN,14222.0,220 TWO FAMILY DWELLING,360290169002,Leaves / Lawn Debris (Req_Serv),Issues related to trees,360290169002
43,1001774340,2023-01-13,01/14/2023 03:01:00 PM,Closed,Dept of Public Works,Streets,Leaves / Lawn Debris (Req_Serv),Property,799,AUBURN, ,Buffalo,NEW YORK,14222,100.22-3-35,"(42.91817651787471, -78.87109808042901)",42.91817651787471,-78.87109808042901,DELAWARE,District D,169,2,2001,Elmwood Bidwell,-8779890.916,5299526.7982,169,2,2000,016900,36029016900,360290169002,360290169002001,100.22-3-35 799 AUBURN,100.22-3-35,799 AUBURN,14222.0,220 TWO FAMILY DWELLING,360290169002,Leaves / Lawn Debris (Req_Serv),Issues related to trees,360290169002
44,1001760752,2023-01-03,01/06/2023 04:48:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,24,CLEVEBURN, ,Buffalo,NEW YORK,14222,100.22-4-12,"(42.91822029509741, -78.87524296489467)",42.91822029509741,-78.87524296489467,DELAWARE,District D,169,2,2002,Elmwood Bidwell,-8780352.324,5299533.4528,169,2,2001,016900,36029016900,360290169002,360290169002002,100.22-4-12 24 CLEVEBURN,100.22-4-12,24 CLEVEBURN,14222.0,411 APARTMENT,360290169002,Street Snow Plowing (Req_Serv),Issues related to snow,360290169002
