his_num_311_per_property,neighbor_his_num_per_property,snow_depth,percent_below_poverty,percent_civilian_unemployed,per_capita_income,percent_no_highschool,percent_65older,percent_17younger,percent_household_disability,percent_single_parent_household,percent_minority,percent_notwell_english,percent_singleunits,percent_multiunit,percent_mobile_homes,percent_owneroccupiedunit,percent_crowding,percent_group_quarters,median_year_properties_built,median_value_properties_built,percent_no_vehicle,lon,lat
16.14038531,0.139797271,0.175305121,-0.002817959,0.319738679,0.012598115,0.111266462,0.593962972,0.117978056,1.414882733,0.165678024,1.429928661,0.02784769,0.021123151,0.228335599,-0.001634712,0.079494398,0.042256226,0.002894344,1.940933478,-0.043335761,0.203479072,0.688047105,1.269978251
0.938065618,0.086701958,0.100296287,0.009828936,-0.05693451,0.026615583,-0.044659654,-0.063778074,-0.011760567,0.084913936,-0.161018232,0.634569739,0.057539659,-0.092332054,-0.004245564,-0.001336949,0.244954304,-0.028926474,-0.069211071,0.686844327,-0.198805551,-0.125574136,-0.018503773,0.256079831
1.232541479,0.186993371,0.155835516,0.057213645,0.328946158,0.065399281,0.010190999,0.016343503,-0.045623316,0.090107618,0.29912606,0.555076816,0.05163226,-0.061316913,0.00272039,-0.00160406,0.226627701,0.004813574,0.024741513,1.044363425,-0.063721198,-0.043079455,0.089625837,0.394091396
-0.785591818,-0.12182357,0.130128497,0.0138268,-0.078431386,0.009679014,0.031547326,-0.016145096,-0.048794014,-0.073198922,-0.148238232,0.599728691,-0.003792575,-0.102305658,0.050612331,-0.00129347,0.235784816,-6.48E-05,0.013559408,0.281706073,-0.126450177,-0.080631881,-0.037063303,0.206161936
-0.028999591,0.125676946,0.182407973,0.026873239,0.001798922,0.019098938,-0.075732949,-0.061204161,-0.068921203,0.021796676,0.178377992,1.369959154,-0.038787292,0.053509512,-0.039720958,-0.001604161,-0.263194479,0.003436808,0.075809943,-0.325212844,0.143040799,-0.094591649,0.009129728,0.283501268
-0.778742096,-0.153800418,0.108334258,0.05210827,0.091488088,0.044717647,-0.074582308,-0.049587925,0.033684621,-0.05533637,-0.100113489,0.904512514,0.096481209,-0.016683345,-0.001954937,-0.001961234,0.068723863,0.000781467,-0.028142422,-0.109030007,0.198956858,-0.10096081,0.019423198,0.144929289
-0.65378295,0.047427711,0.102203753,-0.037066808,0.022354601,0.020988155,-0.083212814,-0.059447484,-0.036628039,-0.003216769,0.104154493,1.085913893,-0.031372326,0.055480052,-0.072320706,-0.001766954,-0.249464011,0.009958403,-0.012242703,-0.155348171,0.201858065,-0.05456803,-0.021762603,0.179698133
0.700299439,0.065112261,0.120528223,0.02536759,0.01147102,-0.031179617,-0.123597144,-0.106230485,-0.08199834,0.156506802,0.007566178,0.480053413,0.120827075,-0.057010103,0.013230704,-0.001198785,0.016196682,0.001675825,-0.023174446,-0.430163218,0.072023539,-0.170795647,-0.054778499,0.039535538
-0.519883765,0.104992028,0.141353883,-0.00769087,0.075206508,0.00027998,-0.127158128,-0.041172559,-0.05924721,0.069563159,-0.118516022,0.827684968,0.043359261,-0.010694578,-0.01595627,-0.001083616,0.003073704,-3.26E-05,0.050604591,-0.193943426,0.144264674,-0.132113292,-0.052815716,0.113241291
0.653867073,0.174941888,0.325069727,0.035895439,0.141800058,0.120709604,-0.01750959,-0.060107657,-0.040028132,0.209999619,-0.002889436,-0.271842308,0.321610878,0.005074949,0.129080806,-0.000892548,-0.019816384,0.029738543,0.004462587,-0.276185627,0.218667423,-0.04237877,0.003576915,0.242184927
0.23574747,0.040695086,0.189606611,-0.009033134,-0.077594392,0.033797954,-0.058059582,-0.009670522,-0.106734299,0.039343951,-0.081240676,-0.513618979,-0.035995809,-0.036566658,-0.08033236,-0.001971254,-0.297080851,-0.047554871,-0.034033815,-0.362440297,0.165282222,-0.055398026,-0.092742934,0.109824128
0.529736417,0.190418065,0.760846861,0.075156116,0.026543829,0.092767638,0.095956212,0.137152526,0.221352033,0.12723579,0.080590213,-0.231178289,-0.010639383,0.137535529,-0.009824579,-0.0019457,-0.030017012,0.008571233,0.064309482,-0.101548017,0.224463603,0.174680783,0.227353871,0.199091721
-1.544876791,0.132705523,0.260909229,-0.052982608,0.065579086,0.074090653,0.043449433,-0.004729362,-0.029536882,0.040518578,-0.033960448,-0.626775063,-0.013788715,0.088820068,0.02089198,-0.003626954,-0.07536472,0.001967277,0.125373792,0.21643326,-0.198029557,0.011090007,0.167995922,-0.031913314
0.080720461,0.161420194,0.506550669,0.127894624,-0.005583192,0.098888563,0.035486217,0.052071909,-0.040893542,0.012890274,-0.059091102,-0.6725742,0.176703243,-0.035402866,-0.023268775,-0.001598766,-0.134502373,0.004843599,0.034223651,-0.158293409,0.112837868,0.13152154,0.219955581,0.09218545
0.037913256,0.105224997,0.37055179,-0.019708945,0.031413829,0.020238645,-0.028800685,-0.074236561,-0.127503337,0.156479252,-0.107250586,-0.411889748,0.032434018,-0.000899901,-0.028550497,-0.001780858,-0.077727591,0.002097398,0.008123906,-0.231000769,0.171134255,-0.0191054,0.13967024,-0.050919785
-0.053424536,0.086863349,0.311386806,0.033102179,0.034765536,0.028896551,-0.066034651,-0.068353421,-0.04310614,0.145432397,-0.08785055,-0.445974196,-0.026803176,0.005323121,-0.014677786,0.010953073,-0.163061131,0.006160886,-0.000792518,-0.183253539,0.128773808,-0.039108638,0.118562829,-0.019314577
-0.430327322,0.066999145,0.185771205,-0.021047027,-0.045098795,-0.008903133,-0.067630078,-0.08408694,-0.141876218,0.025780358,-0.123107245,-0.518381702,-0.083986749,-0.04036669,-0.00356895,-0.00236189,-0.313330921,-0.003385581,0.00886965,0.015826987,0.10006755,-0.030889745,0.031662599,-0.072321587
0.571468229,0.086388753,0.293256454,0.046943731,0.03977723,0.037549924,-0.021835842,0.000153959,-0.010970138,0.336231883,-0.097776315,-0.507651012,-0.080668386,-0.003095922,0.043723971,-0.001631614,-0.043773766,0.005858128,-0.016422349,-0.353680432,0.173120718,-0.086412612,0.033399954,0.002454099
-0.03645342,0.147134823,0.314843544,-0.003148109,0.03015561,0.051463539,-0.038610119,-0.004577149,0.009512189,-0.009901823,0.092287281,-0.586908363,-0.049934375,0.042917616,-0.003905284,-0.001290462,-0.149160112,0.004024369,0.045367768,0.08219944,0.256781456,0.086270845,0.223538066,0.057335854
-0.65241777,0.107394254,0.199982088,0.009970522,0.05703507,0.028759348,-0.039468568,-0.05350816,-0.022631221,0.290699106,-0.042982371,-0.33979037,-0.019320886,0.117285339,0.008004731,-0.00208037,-0.212276768,0.050282434,0.044056547,0.079339985,0.234137299,-0.025351848,0.157676969,0.008014609
0.51489885,0.074654949,0.182485253,-0.006806799,-0.019707537,0.023072564,-0.02261054,-0.073416975,-0.103756997,0.007507814,0.073766599,-0.803972535,-0.133603341,-0.053198592,-0.037341533,0.009573284,-0.270004019,0.008311006,0.018210657,-0.31508225,0.159253564,-0.050082485,0.064628825,-0.111949856
-1.595994552,-0.069946021,0.115358457,-0.042582344,0.045320854,0.041401858,-0.074268365,-0.014657385,-0.051940258,-0.014249261,-0.074857719,-0.611757727,-0.08026971,-0.017810323,0.022638419,-0.004527426,-0.275074508,-0.000395114,0.056591814,0.070409752,0.21346733,-0.090302827,0.091804047,-0.06843328
0.508656836,0.050592046,0.263413214,-0.024665422,0.053805301,0.07870077,0.170587326,0.021908445,-0.016484766,0.107310463,0.024355134,-0.34517443,0.082760504,-0.042889736,-0.029753452,-0.001300029,-0.16607974,0.001744438,0.014566513,-0.284784891,0.298497057,-0.04001211,0.045869251,0.052023583
-0.132002377,-0.141455507,0.106912426,-0.001629104,0.012429657,0.044758688,-0.104864724,-0.072291179,-0.070270765,0.100117254,-0.110868765,0.866869774,-0.026355173,-0.060633952,-0.126425709,-0.001568072,0.199834059,-0.002507297,-0.078840738,-0.293765647,-0.065688047,-0.149341772,-0.009182668,0.033147456
-1.097617899,-0.286077456,0.068488464,-0.033257077,-0.100159206,-0.091085839,0.060095347,-0.114907603,0.039527084,-0.192965316,0.168612728,0.698861543,-0.015945765,0.012940718,-0.053846737,-0.002296907,-0.248514584,-0.001836909,-0.148773048,0.185875486,-0.286355351,-0.059869758,-0.094980752,0.20113882
-0.186455264,-0.072940349,0.213769864,0.100479802,0.112857944,0.09576356,0.018971515,-0.003613373,0.008897761,-0.032725065,-0.038185173,1.709431451,-0.001611523,0.037061773,0.106940127,-0.001968707,0.078990552,0.00599637,0.036807347,0.454241232,-0.063365864,-0.059058397,0.065809464,0.281181013
1.035175715,0.127212294,0.227183742,0.04158901,0.010458658,0.077453259,0.017887548,0.203753198,0.087530031,0.12204944,-0.017753512,0.949651646,0.12118849,0.018700004,0.053196596,-0.001436022,0.272277049,0.042119721,0.026229415,-0.261110693,0.290910998,-0.062634007,0.108913792,0.157803977
0.030475104,0.084155411,0.201620216,0.020260553,0.135979894,0.037474596,-0.044130079,0.032507937,-0.010113166,-0.142585877,0.192651246,1.220897067,0.16793161,0.000968617,-0.032201214,0.000796763,-0.102734532,0.021476921,-0.009672384,-0.262584411,0.11888182,0.173047243,0.051223437,0.087504899
0.767648971,0.14936893,0.312715447,0.040937165,0.078309669,0.107843167,0.110958166,0.096571797,-0.051752203,0.350795177,0.019773151,-0.238948172,0.326802779,0.067885579,-0.009774,-0.001304763,-0.213644425,0.010033984,0.018307107,-0.282099847,0.333881024,0.202239311,0.081332881,0.145626496
0.239715412,0.231083396,0.282392968,0.098149374,0.03622651,0.106589424,0.342224694,0.290532277,0.088946159,0.276106101,0.004274711,1.59107171,0.216922288,0.058381892,0.022826837,-0.001480074,-0.09958754,0.048109594,-0.001019203,-0.150855355,0.376119396,-0.038053432,0.179128326,0.256343063
0.072828329,0.096601955,0.161073267,0.05327501,0.007337888,-0.006323915,-0.062939601,0.170837781,-0.031471552,0.038091595,-0.082154037,1.29361826,0.175280208,-0.00094118,-0.019096019,-0.00125495,0.060446019,-0.002385979,-0.03343477,-0.276552057,0.144503299,-0.155042807,0.101596365,0.014218198
0.751592483,0.051848987,0.122392098,0.03137801,0.010617856,-0.023469295,-0.143137101,-0.097485379,-0.029732185,0.038494903,0.090808209,0.51790434,0.04982773,-0.062868071,-0.044970459,-0.001073034,0.041800474,0.007148366,-0.027164074,-0.455144178,0.087513519,-0.15385419,0.087965801,-0.109474786
0.281502348,0.198431674,0.223727721,0.039265816,0.045489546,0.062363708,-0.047020324,0.185587488,-0.059375399,0.077610204,0.150609708,1.355296672,0.211982936,0.062897541,0.040789306,-0.000701603,0.360039607,0.039311572,0.08479836,-0.233228019,0.276071393,-0.068512317,0.159780642,0.083001996
-0.236930494,0.136470567,0.197135122,0.037457037,0.004898152,-0.010308289,-0.060469029,-0.05711989,-0.017268335,0.276322003,-0.105557009,1.201111148,-0.090843836,0.056557152,0.000848503,-0.00141146,-0.219227979,0.001556277,0.034833419,-0.241100119,0.167648639,-0.121071219,0.220514434,0.051251244
0.339043322,0.041449552,0.183708223,0.024864296,-0.011966159,-0.003673062,0.03078593,-0.04610026,-0.005072313,-0.001421213,-0.081751341,0.758535993,0.130223629,0.064950135,-0.025814962,-0.001325344,-0.219650218,0.001436225,-0.01927151,-0.390615877,0.236247978,-0.149578619,0.145698638,0.021533755
-0.145918831,0.009043106,0.097561237,-0.000178606,0.090090551,0.026267294,-0.108042651,-0.019250747,-0.083870944,-0.061783983,0.109413668,1.018040465,-0.060997431,-0.127293531,-0.021659012,-0.001446971,-0.323488587,-0.000895421,-0.016023058,-0.365031065,-0.011896933,-0.156339786,0.068667861,-0.026357369
0.251135155,0.030494018,0.060847682,-0.015741165,-0.005808874,-0.040797883,-0.024012415,-0.087627088,-0.138982386,-0.10686397,-0.234011557,0.499170282,-0.136366449,-0.049500269,-0.044562188,-0.00110448,0.202648064,-0.002234999,-0.027477486,-0.357177965,0.137025489,-0.026525265,-0.012246707,-0.022078699
1.180703102,0.231769381,0.309834358,0.093710596,0.053183703,0.189586807,0.450798782,0.067516748,0.109799448,0.050455717,0.484237428,1.917252575,0.087624595,0.185507714,0.008809588,-0.000945013,-0.023533089,0.053871471,0.044195237,0.520414079,0.4716898,0.556967587,0.618132668,0.380892332
-0.368055724,0.131622438,0.119942712,0.061795479,0.031777888,-0.058390796,-0.096327309,-0.058643025,-0.017161251,0.132346034,-0.25955315,0.803918468,0.003806425,0.04590472,0.020672122,-0.001524043,-0.007015583,-0.043690818,-0.042898723,0.259019119,0.127593726,-0.198916903,0.248010057,-0.089992541
0.63469525,0.077283108,0.170847109,-0.120276922,-0.019641103,-0.003275664,0.172347516,-0.089266854,-0.067676084,-0.194492614,-0.276745875,1.289916475,0.015255091,-0.081721835,0.008075379,-0.001626114,-0.096958561,-0.006225742,-0.109590063,0.220381364,0.215687478,0.189883003,0.32347965,0.040171293
0.073381229,-0.018314543,0.332881581,0.055863651,0.134981929,0.082468253,0.352417595,0.034430887,0.167213664,0.202282032,-0.018159515,1.517558857,0.02787083,0.067636557,0.014825283,-0.001593209,0.17230613,0.003236632,-0.001317707,-0.163614353,0.309506263,-0.079679375,0.10823511,0.257709301
-1.044083466,-0.039935986,0.190058673,0.037329658,-0.032250437,0.078945054,-0.047451219,0.092391114,0.000592405,0.144706274,-0.078031113,1.512602462,0.052151475,0.062871667,0.003634529,-0.002835535,-0.160001368,0.009011719,0.016598494,-0.07253271,0.348208448,0.021517156,0.015191315,0.14780245
-2.036343,-0.062928411,0.023070364,-0.12238223,-0.104892033,-0.152055855,-0.067424151,-0.072647018,-0.024268253,-0.16185783,0.084624469,-0.745515798,-0.048414898,-0.106030174,-0.015828918,-0.006460904,-0.074360331,-0.011834296,-0.206707572,-0.066762631,0.2973068,-0.111385095,-0.209746535,-0.005057268
0.873651726,-0.13185843,0.030658141,-0.014317271,-0.054169803,0.005949056,0.038879127,-0.088829549,-0.086406528,-0.209506105,0.201331218,0.82587087,-0.107387834,-0.116907245,0.006690555,-0.00168751,-0.069108702,0.004060111,-0.163205208,0.173302172,0.200862556,-0.151048794,-0.213769195,0.13375152
0.047400779,0.101180601,0.132350128,0.016726313,0.020341945,0.013993734,-0.061586343,0.118342723,0.002276843,0.008764609,-0.068911314,1.070418033,0.151366053,0.0999456,0.01787628,-0.001927945,-0.20434626,0.000871796,-0.000114609,-0.258975788,0.198870157,-0.101277094,0.009293874,0.148540178
0.35343343,0.039721172,0.033780706,0.000232652,-0.008300257,-0.037869804,-0.085615769,-0.045179826,-0.069546084,-0.093202521,-0.23477987,0.712836719,-0.072647151,-0.143838578,-0.037422586,-0.00116299,0.063287463,0.002247272,-0.018645098,-0.125686578,0.117455374,-0.152314372,-0.190794755,0.077320778
-1.13443269,0.196983418,0.080014884,0.009618222,0.051110442,0.103224247,-0.047061063,0.088922275,-0.000756885,-0.007335265,-0.072710554,1.604786567,0.018186904,0.136553992,-0.003510341,-0.002443531,-0.172626602,0.008301972,0.021488932,0.135007181,0.372604535,0.002417368,0.0285962,0.167248339
-0.355378615,0.037006878,0.218911912,0.025035837,0.026648867,-0.00750161,-0.067440531,-0.094849839,-0.073566867,0.23784162,-0.02852654,-0.357120204,-0.054760135,-0.001822826,0.001480624,-0.00197185,-0.14495125,-0.003444153,0.004327624,-0.131545038,0.23298739,-0.036692856,-0.069090868,0.023853575
-0.371687663,0.143513181,0.223071385,0.046521801,0.046675275,0.056721097,-0.041314411,0.179355645,-0.028585554,0.214839551,-0.044656579,1.275643555,-0.021197968,-0.031217024,0.066999992,-0.001689655,0.179471601,-0.00142977,0.140932718,-0.153274634,0.350903108,-0.04351573,0.0558046,0.106047846
0.227251668,-0.087411583,-0.048913279,-0.141237308,-0.036480882,-0.009758784,-0.116563146,-0.112643215,-0.131143814,0.0821642,-0.204238855,0.30893148,-0.092186288,-0.111565433,-0.039350446,-0.001762507,-0.370728076,-0.069703363,-0.004427439,-0.493952155,0.094542829,0.107987508,-0.2440437,-0.035129325
-0.555018226,-0.277838984,-0.045431592,-0.024178139,-0.059879211,-0.041840874,-0.170057904,-0.432971322,-0.110601889,0.006110155,-0.277184515,-0.208565492,-0.117426035,-0.272901895,-0.36446585,-0.00145371,-0.1886416,-0.004089267,-0.016174318,-0.342872188,-0.071722424,-0.191761939,-0.223361608,-0.225733752
