basevalue
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
10.82693351
