his_num_311_per_property,neighbor_his_num_per_property,snow_depth,percent_below_poverty,percent_civilian_unemployed,per_capita_income,percent_no_highschool,percent_65older,percent_17younger,percent_household_disability,percent_single_parent_household,percent_minority,percent_notwell_english,percent_singleunits,percent_multiunit,percent_mobile_homes,percent_owneroccupiedunit,percent_crowding,percent_group_quarters,median_year_properties_built,median_value_properties_built,percent_no_vehicle,distance
-1.0626248431828458,-1.5181295390684848,2.2156999944843694,-0.6491519838903607,-0.5695512489581378,-0.34509351465242993,-0.28365167274703457,0.8566677262701846,-0.7401014369005915,1.1261355738686893,-0.9204389886260936,-0.6856090253002565,-0.6063155112908077,0.5561514583616441,-0.6299907469992139,-0.206290615396825,1.7075820090140628,-0.5028934940117402,-0.16782071551384806,0.38393625012200383,-0.3058512755393976,-1.3552020285022384,29008.316764353487
0.10768633065096167,-1.332274201891874,1.6672172306694029,-0.7457352516225487,-0.45774675445793594,-0.4778065451641757,-0.10536004393168963,0.35670285191514334,0.046916908053840016,-0.49623681260492153,0.9595713173625754,-1.1919998004179415,-0.6063155112908077,1.311548437043404,-0.6299907469992139,-0.206290615396825,0.4774047312988763,-0.5028934940117402,-0.27318364232230674,-0.41590671758106385,-0.5381364804693795,-0.9698844141154339,25913.92294247932
-0.9697933983691782,-1.0175382477586314,1.8715322890313553,0.011105748150831936,0.32605145907419264,-0.4250276391106807,-1.018553867031506,0.6692773420394998,-1.524033366192116,-0.02336527116716551,0.02540470616117144,-0.45462488952564495,0.6998688944042776,-0.2988426638828113,-0.6299907469992139,1.8677090292506615,-0.5727958205191465,-0.5028934940117402,-0.27318364232230674,-0.41590671758106385,-0.3832796771827249,0.4133011875807086,24280.05741053975
-1.372933802466295,-1.3009524708640248,1.8384147460341502,-0.900866651542608,-0.7311387922407514,0.2433677258324082,-0.8499427465201677,-0.3214880335121284,-0.9109882142603485,-0.8497618209139401,-1.0825603448549124,-0.8616980366543584,-0.6063155112908077,0.8734999692321145,-0.11666986880894063,-0.206290615396825,0.3844228930477538,-0.5028934940117402,-0.1292289755853344,0.33394606464056215,-0.37221847694796384,-0.2607134061107063,25379.53109245652
-0.8849226940391774,-0.5883457672302733,1.8311883413200634,-0.8586913474141942,-0.5220178653197004,-0.40058205204349273,0.5230424917373908,-0.5478605723035438,0.4082250687889849,0.20383504048710865,0.3204046892358252,-0.6879571667752566,-0.6063155112908077,0.617117372010409,-0.6299907469992139,6.14001135122548,-0.2853204805953846,-0.5028934940117402,-0.27318364232230674,0.33394606464056215,-0.4828304792955742,-0.10355328573496869,23455.43973197788
-0.17492948986504867,0.4291835322990274,0.985453918022876,0.44284348859079287,-0.17064646024415567,-0.3730734034642716,-0.306504939865983,-0.0547777304452566,1.11150813891602,0.1306530720173247,0.5609935634741764,-0.5752896263138927,-0.32420259888650943,0.6825288403194945,-0.6299907469992139,-0.206290615396825,1.35129620511195,-0.5028934940117402,-0.27318364232230674,-0.9158085723954812,-0.7482992849298391,-0.04489233108321835,21341.073974430587
-0.3028948573041346,3.2229895050888273,1.0239524520338568,1.0256229258194158,-0.19341157585167007,-0.26392238458355033,0.08024956708990001,0.47762378593036603,-1.2852802030039079,1.0726979619344812,0.9841546497525465,-1.6012699154533276,-0.4835894766720007,-0.45608269316523603,0.4304191549479959,-0.206290615396825,-0.7306785525261843,-0.5028934940117402,-0.27318364232230674,-0.9158085723954812,-0.7925440858688834,1.2589365268586965,20263.545364745307
-0.6170781038935913,-1.8521604684857902,2.1627721138452096,-1.3176857007125773,-0.3127980766934076,0.30851668799219106,-1.0813003801487542,-0.28000188390173103,0.139652753593276,-0.8149860693556238,0.11230392606851147,-0.8691788461799341,-0.6063155112908077,0.757567062433054,-0.6299907469992139,0.7669316247296577,1.6974319056569043,-0.5028934940117402,-0.27318364232230674,0.33394606464056215,-0.007198869200849538,-1.1734463683930152,27480.426217585737
-1.5695771258897089,-2.020567353251198,2.204502537016556,-0.8231491607562987,-0.8375305923403968,0.23706488772110915,-0.965252704591239,0.21512284354047362,0.7887594147977646,-0.45080088360655507,-0.9911883716411651,-1.6399147039338986,-0.5821666314470455,1.8365923350619813,-0.6299907469992139,-0.206290615396825,1.873410409315653,-0.5028934940117402,-0.1670285191074836,1.083798846862188,0.28039233690293747,0.16926998845096536,28600.611003878614
-1.220955219656985,-2.217897728411287,2.1910175597225336,-0.42155985028249343,-0.3658081379082794,1.4692991909946156,-1.1671139301760927,0.950151357118037,-1.0505957948850586,-1.8062962613931643,-1.3758452120421845,-1.73154993224893,-0.6063155112908077,2.3244317023636176,-0.6299907469992139,-0.206290615396825,2.260703513438967,0.05861734915691164,-0.27318364232230674,0.8338479194549794,0.10341313314676086,-0.7167767758813954,29428.77797415088
-0.44900019958043624,-2.475908962112438,2.254945233085986,-1.3170408537827745,0.21664728529084612,0.6973487849331738,-0.22893323659897316,2.1303269012539383,-1.0455186650562562,-0.2329274249029649,1.426654624364527,-1.6254610958347455,-0.6063155112908077,1.4453447579666943,-0.6299907469992139,-0.206290615396825,2.0949807402777414,-0.5028934940117402,-0.19452830926322837,0.733867548492096,0.01492353126867254,-0.9966227560996954,30270.267677075848
-0.8475267390931018,-1.282403675866644,2.4820383145283653,-1.374156341078411,-0.30067491149038816,1.6125562217112448,-1.0279245774182841,1.2540192917205577,0.8595152528174292,-1.0682011741685253,-0.6638587672687226,-1.3785903900892906,-0.6063155112908077,2.0985411524473516,-0.6299907469992139,-0.206290615396825,2.2149463033871215,-0.5028934940117402,-0.27318364232230674,0.33394606464056215,0.46843274089387515,-1.3552020285022384,29132.840050046067
